ari,nmi,fmi,purity,vm,homogeneity,completeness,time,K,T,D
0.9927076502018027,0.9880984055236921,0.9942855695246127,0.9961928934010152,0.9882680312048462,0.9891992975556994,0.9873385166573367,0.7583560943603516,20,1.0,0
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,1.504824161529541,20,1.0,1
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,2.224759101867676,20,1.0,2
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,2.946322202682495,20,1.0,3
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,3.647892713546753,20,1.0,4
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,4.344922065734863,20,1.0,5
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,5.02639627456665,20,1.0,6
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,5.6945555210113525,20,1.0,7
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,6.359565019607544,20,1.0,8
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,7.050384283065796,20,1.0,9
0.9927076502018027,0.9880984055236921,0.9942855695246127,0.9961928934010152,0.9882680312048462,0.9891992975556994,0.9873385166573367,0.7457220554351807,20,1.0,0
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,1.4978437423706055,20,1.0,1
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,2.2396767139434814,20,1.0,2
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,2.981837511062622,20,1.0,3
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,3.6888771057128906,20,1.0,4
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,4.396096229553223,20,1.0,5
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,5.087599515914917,20,1.0,6
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,5.793739080429077,20,1.0,7
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,6.474477529525757,20,1.0,8
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,7.166674375534058,20,1.0,9
0.9927076502018027,0.9880984055236921,0.9942855695246127,0.9961928934010152,0.9882680312048462,0.9891992975556994,0.9873385166573367,0.7394282817840576,20,1.0,0
0.9927076502018027,0.9880984055236921,0.9942855695246127,0.9961928934010152,0.9882680312048462,0.9891992975556994,0.9873385166573367,0.7701644897460938,20,1.0,0
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,1.5000104904174805,20,1.0,1
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,2.2242608070373535,20,1.0,2
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,2.9596173763275146,20,1.0,3
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,3.688631296157837,20,1.0,4
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,4.411109685897827,20,1.0,5
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,5.11763072013855,20,1.0,6
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,5.814139127731323,20,1.0,7
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,6.509263515472412,20,1.0,8
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,7.201545000076294,20,1.0,9
0.9927076502018027,0.9880984055236921,0.9942855695246127,0.9961928934010152,0.9882680312048462,0.9891992975556994,0.9873385166573367,0.7432849407196045,20,1.0,0
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,1.4600934982299805,20,1.0,1
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,2.1973154544830322,20,1.0,2
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,2.9204328060150146,20,1.0,3
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,3.6128275394439697,20,1.0,4
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,4.29607081413269,20,1.0,5
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,4.9942381381988525,20,1.0,6
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,5.662154197692871,20,1.0,7
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,6.347617149353027,20,1.0,8
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,7.108764410018921,20,1.0,9
0.9927076502018027,0.9880984055236921,0.9942855695246127,0.9961928934010152,0.9882680312048462,0.9891992975556994,0.9873385166573367,0.7751519680023193,20,1.0,0
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,1.497600793838501,20,1.0,1
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,2.224825620651245,20,1.0,2
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,2.938384532928467,20,1.0,3
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,3.6917567253112793,20,1.0,4
0.9927076502018027,0.9880984055236921,0.9942855695246127,0.9961928934010152,0.9882680312048462,0.9891992975556994,0.9873385166573367,0.7328107357025146,20,1.0,0
0.9948884288275354,0.9914076431978377,0.9959949928090097,0.9974619289340102,0.9915301175522562,0.9923841394873276,0.9906775642548064,1.4629511833190918,20,1.0,1
0.9927076502018027,0.9880984055236921,0.9942855695246127,0.9961928934010152,0.9882680312048462,0.9891992975556994,0.9873385166573367,0.7432980537414551,20,1.0,0
